,genus,genus_count,effector_count,effectors
521,Bacteroidia,5,5,"1, 11, 24, 92, 94"
289,Thauera,5,4,"1, 32, 41, 100"
522,Tilletiaria,5,5,"1, 38, 58, 66, 90"
3329,Gemmatirosa,5,2,"81, 92"
3350,Chaetothyriales,5,3,"81, 90, 100"
437,Notamacropus,5,3,"1, 11, 15"
1074,Stegastes,5,4,"7, 50, 58, 79"
2821,Oscillatoria,5,3,"58, 65, 78"
441,Anaeromyces,5,4,"1, 57, 70, 85"
537,Pinguiococcus,5,4,"1, 38, 65, 79"
2801,Cyanophora,5,4,"57, 66, 70, 92"
1062,Arcobacter,5,5,"7, 24, 41, 70, 100"
2798,Puniceicoccus,5,5,"57, 79, 81, 92, 94"
3542,Gypsophila,5,1,93
528,Rhodothermaceae,5,3,"1, 58, 66"
1113,Elaeophora,5,3,"7, 46, 79"
2761,Afipia,5,5,"57, 70, 85, 92, 100"
196,Cyclospora,5,3,"1, 32, 79"
562,Hydrogenophilales,5,5,"1, 11, 15, 24, 58"
3125,Thermaerobacter,5,4,"70, 73, 81, 95"
2870,Cohaesibacter,5,4,"58, 90, 93, 100"
198,Digitaria,5,4,"1, 38, 57, 100"
1199,Sesamia,5,2,"10, 41"
3129,Peribacillus,5,2,"70, 85"
3135,Haloarcula,5,4,"70, 81, 92, 94"
1194,Chouioia,5,2,"10, 41"
1193,Diachasma,5,2,"10, 41"
565,Dorcoceras,5,5,"1, 32, 72, 76, 79"
1155,Patagioenas,5,5,"7, 50, 65, 90, 91"
2738,Arenibacter,5,5,"57, 66, 70, 79, 85"
304,Desulfotalea,5,4,"1, 38, 76, 92"
300,Thyridium,5,4,"1, 15, 76, 90"
294,Fibrobacteres,5,4,"1, 15, 66, 85"
293,Otolemur,5,5,"1, 5, 32, 93, 100"
2676,Crucibulum,5,4,"57, 65, 70, 76"
442,Handroanthus,5,3,"1, 66, 100"
1336,Ferrimonas,5,4,"11, 15, 40, 100"
2577,Cavenderia,5,5,"46, 58, 65, 79, 90"
762,Amphiprora,5,3,"1, 91, 100"
1388,Sporormia,5,5,"11, 38, 57, 65, 85"
651,Nannocystis,5,4,"1, 24, 81, 90"
151,Lophiotrema,5,4,"1, 11, 32, 43"
2595,Dioscorea,5,1,50
2594,Exaiptasia,5,1,50
736,Claviceps,5,3,"1, 81, 92"
1403,Hemiscolopendra,5,5,"11, 73, 77, 90, 95"
721,Rippkaea,5,5,"1, 77, 81, 85, 100"
418,Purpureocillium,5,4,"1, 38, 76, 90"
3389,Nototodarus,5,2,"82, 90"
3010,Ignisphaera,5,4,"66, 70, 81, 92"
709,Ectothiorhodospiraceae,5,5,"1, 15, 24, 58, 92"
3014,Humicola,5,5,"66, 70, 76, 81, 93"
458,Ensete,5,4,"1, 66, 76, 100"
1429,Rhodocyclaceae,5,5,"11, 15, 40, 58, 94"
1435,Rheinheimera,5,4,"11, 15, 58, 76"
2560,Raphidocelis,5,5,"46, 65, 81, 91, 92"
1442,Kushneria,5,4,"11, 15, 24, 79"
684,Brandtodinium,5,5,"1, 15, 32, 38, 65"
763,Tolumonas,5,5,"1, 11, 57, 85, 92"
652,Acidothermus,5,5,"1, 57, 66, 92, 94"
1346,Nomascus,5,4,"11, 32, 65, 93"
1364,Nyctereutes,5,5,"11, 46, 50, 79, 92"
1370,Verrucomicrobiae,5,4,"11, 15, 22, 58"
155,Chthoniobacter,5,4,"1, 66, 85, 100"
164,Marivirga,5,4,"1, 15, 70, 73"
638,Etheostoma,5,5,"1, 7, 46, 58, 100"
791,Actinomycetospora,5,4,"4, 15, 85, 100"
800,Paenibacillaceae,5,4,"4, 24, 57, 85"
3056,Dianthus,5,4,"66, 70, 90, 94"
3058,Enteroctopus,5,2,"66, 90"
1378,Oceanospirillales,5,5,"11, 15, 66, 90, 100"
711,Rachicladosporium,4,4,"1, 24, 38, 41"
665,Thermothielavioides,4,3,"1, 40, 79"
3062,Latilactobacillus,4,3,"66, 70, 85"
612,Thalassobius,4,4,"1, 11, 90, 100"
2227,Morchella,4,4,"32, 38, 76, 100"
298,Apiotrichum,4,3,"1, 57, 90"
307,Rutstroemia,4,4,"1, 66, 92, 95"
1702,Trieres,4,4,"15, 43, 65, 100"
3008,Cadophora,4,4,"66, 74, 85, 90"
1786,Hyalophora,4,3,"17, 23, 30"
563,Metschnikowia,4,3,"1, 58, 92"
1987,Scedosporium,4,3,"24, 57, 70"
2224,Picea,4,4,"32, 46, 81, 91"
2070,Rubrivivax,4,3,"24, 70, 92"
661,Georgenia,4,4,"1, 40, 66, 94"
2221,Choiromyces,4,4,"32, 66, 76, 81"
2864,Cyclobacteriaceae,4,4,"58, 66, 70, 76"
1821,Spumella,4,3,"21, 65, 100"
3013,Fusicatenibacter,4,3,"66, 81, 92"
787,Beggiatoa,4,3,"4, 7, 100"
798,Genlisea,4,4,"4, 15, 24, 79"
1783,Macrobrachium,4,3,"17, 30, 50"
2795,Andreprevotia,4,2,"57, 70"
3036,Saitoella,4,4,"66, 76, 79, 100"
2270,Ascosphaera,4,4,"32, 58, 81, 90"
675,Syntrophomonas,4,4,"1, 57, 66, 85"
680,Nitriliruptor,4,3,"1, 65, 94"
626,Delphinapterus,4,4,"1, 38, 46, 58"
3017,Thermobacillus,4,4,"66, 70, 85, 92"
686,Thiotrichales,4,4,"1, 15, 77, 78"
2098,Ethmostigmus,4,1,29
2257,SAR116,4,4,"32, 90, 94, 95"
3015,Lotus,4,4,"66, 70, 73, 95"
697,Lentzea,4,3,"1, 70, 95"
805,filamentous,4,4,"4, 58, 90, 94"
98,Chondromyces,4,2,"1, 81"
2826,Melioribacteraceae,4,3,"58, 82, 92"
1683,Adhaeribacter,4,3,"15, 64, 70"
703,Arenimonas,4,4,"1, 11, 32, 58"
2828,Stieleria,4,3,"58, 64, 66"
2237,Trepomonas,4,4,"32, 58, 94, 100"
1907,Lasiodiplodia,4,4,"24, 38, 57, 92"
1832,Naematelia,4,3,"22, 32, 57"
3145,Sinomicrobium,4,2,"70, 81"
1693,Phormidium,4,3,"15, 21, 90"
2848,Halanaerobium,4,3,"58, 94, 100"
409,Trema,4,4,"1, 14, 76, 79"
2999,Thermobispora,4,3,"66, 70, 92"
3043,Mesembryanthemum,4,3,"66, 85, 90"
768,Caldilineaceae,4,3,"2, 57, 66"
1803,Mytilinidion,4,3,"21, 38, 41"
3418,Phtheirospermum,4,3,"85, 92, 100"
3392,Actinopolyspora,4,1,85
1746,Chrysiogenales,4,3,"15, 66, 81"
3091,Mollisia,4,4,"70, 76, 81, 90"
844,Sedimenticola,4,3,"4, 58, 100"
590,Hydatigera,4,4,"1, 21, 29, 65"
1750,Meiothermus,4,4,"15, 70, 81, 94"
1862,Janibacter,4,2,"24, 81"
362,Sparassis,4,4,"1, 24, 65, 66"
1797,Cynara,4,3,"21, 66, 100"
1856,Nautilia,4,4,"23, 30, 81, 92"
2892,Pyramimonas,4,2,"58, 65"
595,[Torrubiella],4,4,"1, 46, 58, 76"
1758,Petrotoga,4,4,"15, 57, 76, 85"
2900,Nocardioidaceae,4,2,"58, 94"
1760,Thalassotalea,4,4,"15, 57, 95, 100"
3073,Fervidicoccus,4,2,"70, 81"
846,Thalassospira,4,4,"4, 70, 90, 93"
3543,Oxya,4,1,93
2166,Syncephalastrum,4,3,"32, 46, 79"
3383,Capsulimonas,4,3,"81, 85, 92"
2965,Flaveria,4,2,"66, 92"
650,Geotrichum,4,3,"1, 76, 93"
2183,Porphyridium,4,4,"32, 73, 79, 90"
900,Ophionotus,4,1,7
1718,Thraustotheca,4,3,"15, 43, 81"
729,Aquificaceae,4,4,"1, 58, 70, 85"
2133,Channa,4,2,"29, 78"
3053,Spirochaetae,4,4,"66, 70, 92, 94"
2876,Myxococcaceae,4,3,"58, 81, 85"
735,Finegoldia,4,4,"1, 57, 81, 85"
578,Pyrrhoderma,4,4,"1, 4, 32, 74"
3119,Methylocystis,4,3,"70, 85, 92"
737,Bipolaris,4,3,"1, 70, 81"
2203,Micrococcales,4,4,"32, 38, 85, 94"
631,Gemmatimonas,4,4,"1, 38, 58, 92"
322,Dendrobium,4,4,"1, 76, 79, 100"
323,Maridesulfovibrio,4,4,"1, 21, 85, 92"
1878,Nonlabens,4,2,"24, 79"
3480,Cenchrus,4,1,90
3479,Chironomus,4,1,90
922,Phodopus,4,2,"7, 11"
2189,Gemmobacter,4,3,"32, 58, 90"
914,Conus,4,1,7
339,Cyclobacterium,4,4,"1, 15, 41, 57"
2971,Solirubrobacterales,4,2,"66, 85"
1224,Clostera,4,2,"10, 41"
1650,Chitinibacter,4,4,"15, 58, 66, 70"
1940,Echinostoma,4,4,"24, 32, 38, 65"
1286,Porticoccaceae,4,2,"11, 15"
3721,Methylophaga,4,1,100
477,Saccharothrix,4,4,"1, 38, 76, 92"
1952,Prauserella,4,3,"24, 38, 94"
2701,Coprobacter,4,4,"57, 66, 81, 92"
1951,Lasallia,4,3,"24, 76, 81"
2435,[Pythium],4,4,"38, 43, 79, 92"
2706,Baumannia,4,4,"57, 65, 85, 92"
1663,Odoribacter,4,4,"15, 58, 76, 79"
1258,Sirex,4,2,"10, 41"
2431,Zalophus,4,4,"38, 76, 93, 100"
2009,Fictibacillus,4,2,"24, 85"
1571,Acholeplasmatales,4,3,"15, 85, 92"
136,Dacryopinax,4,3,"1, 76, 79"
1948,Emergomyces,4,4,"24, 32, 65, 85"
2713,Sphaerisporangium,4,4,"57, 73, 81, 95"
2714,Lawsonia,4,4,"57, 66, 73, 85"
1252,Haematobia,4,3,"10, 41, 46"
3192,Paucimonas,4,2,"76, 93"
1410,Pundamilia,4,3,"11, 29, 58"
2490,Planctomycetia,4,4,"41, 58, 66, 85"
497,Botryotinia,4,4,"1, 92, 94, 95"
2579,Lolium,4,2,"46, 90"
502,Oxalobacteraceae,4,4,"1, 24, 90, 92"
1942,Actinophytocola,4,4,"24, 66, 92, 94"
1586,Phialocephala,4,4,"15, 24, 32, 85"
1941,Fistulina,4,4,"24, 65, 66, 70"
1588,Anaerotruncus,4,4,"15, 24, 58, 100"
1591,Spirosoma,4,4,"15, 22, 24, 76"
1509,Roseomonas,4,2,"15, 32"
1284,Loktanella,4,2,"11, 15"
1288,mixed,4,2,"11, 15"
2379,Rhizochromulina,4,4,"38, 43, 76, 79"
1955,Arcicella,4,3,"24, 32, 70"
1508,Haematococcus,4,2,"15, 24"
2614,Callipepla,4,4,"50, 91, 92, 100"
1966,Caldibacillus,4,3,"24, 79, 94"
3230,Methylacidiphilum,4,3,"76, 85, 94"
1387,Desulfococcus,4,4,"11, 24, 57, 66"
1516,Falsiroseomonas,4,2,"15, 90"
2485,Heortia,4,3,"41, 79, 90"
3195,Kalanchoe,4,3,"76, 85, 92"
1362,Solitalea,4,4,"11, 57, 70, 94"
158,Trematosphaeria,4,3,"1, 38, 81"
160,Enterobacteria,4,3,"1, 32, 58"
2663,Getah,4,1,57
2598,Archivesica,4,1,50
1960,Actinomyces,4,2,"24, 94"
2670,Venezuelan,4,2,"57, 85"
2597,Hydroides,4,1,50
1497,Natrialba,4,3,"14, 76, 90"
2674,Sphaerochaeta,4,3,"57, 66, 94"
150,Kockovaella,4,3,"1, 66, 76"
1957,Lichtheimia,4,4,"24, 32, 58, 72"
1495,Malacoplasma,4,3,"12, 38, 58"
2487,Phlebiopsis,4,4,"41, 73, 90, 95"
1542,Companilactobacillus,4,3,"15, 24, 94"
166,HIV-1,4,2,"1, 58"
2688,[Acidovorax],4,3,"57, 66, 76"
1296,Halopseudomonas,4,3,"11, 85, 93"
2591,Rosa,4,4,"46, 57, 58, 79"
3232,Cyanidium,4,3,"76, 92, 100"
1292,Favella,4,3,"11, 19, 82"
1236,Eogystia,4,2,"10, 41"
1510,Acidianus,4,2,"15, 92"
1231,Helopeltis,4,2,"10, 41"
2529,Rhodobacterales,4,4,"43, 70, 73, 95"
2518,Sexangularia,4,3,"43, 58, 65"
1228,Cydia,4,2,"10, 90"
2319,Dichomitus,4,2,"32, 57"
1634,Gemmataceae,4,4,"15, 41, 58, 66"
2524,Ichthyophthirius,4,4,"43, 58, 66, 76"
1105,Chlorocebus,4,3,"7, 29, 46"
2768,Fulvivirga,4,4,"57, 70, 85, 92"
2312,Strigomonas,4,4,"32, 43, 65, 100"
2310,Psilocybe,4,4,"32, 57, 58, 70"
2305,Rhizophora,4,4,"32, 66, 76, 100"
2527,Paucibacter,4,4,"43, 70, 85, 92"
3242,Haliotis,4,3,"77, 93, 100"
265,Cutaneotrichosporon,4,3,"1, 90, 95"
268,Zygosaccharomyces,4,4,"1, 32, 65, 100"
3275,Parageobacillus,4,3,"79, 93, 94"
2779,Dinghuibacter,4,4,"57, 58, 70, 79"
2047,Halieaceae,4,3,"24, 58, 66"
2293,Thermodesulfovibrio,4,4,"32, 70, 81, 85"
2780,Methylocella,4,4,"57, 73, 81, 85"
1994,Laetiporus,4,4,"24, 57, 65, 66"
2540,Myxobolus,4,3,"46, 58, 65"
3260,Botrimarina,4,4,"78, 79, 81, 85"
2286,Lobosporangium,4,4,"32, 38, 43, 76"
446,Halobacteriales,4,3,"1, 94, 100"
2788,Phaffia,4,4,"57, 65, 66, 90"
3722,Advenella,4,1,100
1659,Erysipelothrix,4,3,"15, 24, 94"
1922,Dissoconium,4,4,"24, 41, 58, 92"
2753,Chloroherpeton,4,4,"57, 66, 85, 92"
2758,Daedalea,4,4,"57, 66, 70, 90"
2325,Larkinella,4,3,"38, 57, 92"
1419,Renibacterium,4,4,"11, 57, 66, 94"
3269,Harmonia,4,2,"79, 93"
1219,Sitobion,4,3,"10, 73, 95"
2366,Scleroderma,4,4,"38, 57, 66, 70"
1217,Hycleus,4,2,"10, 41"
3190,Antrodiella,4,3,"76, 79, 81"
1213,Dastarcus,4,2,"10, 41"
1211,Grapholita,4,2,"10, 41"
2033,Rhodobacter,4,4,"24, 57, 81, 94"
2347,Gelidibacter,4,3,"38, 66, 70"
1207,Anomala,4,2,"10, 41"
3172,Ascochyta,4,4,"73, 85, 92, 95"
1197,Ceracris,4,1,10
2344,Lentisphaera,4,3,"38, 66, 70"
1625,Haloechinothrix,4,4,"15, 24, 76, 85"
3236,Miscanthus,4,3,"76, 92, 100"
1421,Pseudarthrobacter,4,4,"11, 57, 92, 93"
2736,Thermomicrobium,4,4,"57, 73, 81, 85"
3181,Citrifermentans,4,3,"73, 81, 85"
213,Labilithrix,4,2,"1, 24"
2002,Tetradesmus,4,4,"24, 46, 70, 79"
1144,Gulo,4,4,"7, 38, 65, 79"
3175,Methanococcoides,4,4,"73, 81, 92, 95"
3038,Suillus,3,3,"66, 90, 100"
3235,Tilletiopsis,3,3,"76, 94, 100"
3268,Salegentibacter,3,1,79
2008,Timspurckia,3,3,"24, 57, 74"
2017,Nitrospirillum,3,3,"24, 38, 90"
3048,Methanoregula,3,3,"66, 77, 81"
1992,Microlunatus,3,3,"24, 81, 85"
2011,Blastopirellula,3,3,"24, 41, 78"
3238,Octadecabacter,3,2,"77, 90"
1995,Phreatobacter,3,3,"24, 58, 95"
3037,Natronomonas,3,3,"66, 70, 92"
3157,Thermocrispum,3,2,"73, 95"
3079,Caldanaerobius,3,2,"70, 100"
3345,Bifidobacteriaceae,3,2,"81, 94"
3216,Escovopsis,3,3,"76, 81, 92"
2075,Diacronema,3,3,"24, 46, 65"
2073,Alcaligenaceae,3,3,"24, 58, 95"
2072,Pinus,3,3,"24, 66, 70"
3178,Desulfatibacillum,3,3,"73, 81, 85"
3173,Paeniclostridium,3,2,"73, 95"
3160,Methanotorris,3,2,"73, 95"
2041,Terrabacter,3,2,"24, 66"
3137,Lethenteron,3,2,"70, 81"
2068,Brachypodium,3,3,"24, 32, 76"
2046,Sparganum,3,3,"24, 29, 38"
3147,Gaeumannomyces,3,3,"70, 77, 78"
3330,Thermosinus,3,1,81
3149,Halococcoides,3,3,"70, 85, 92"
3305,Pythium,3,3,"79, 92, 100"
2059,Desulfurococcaceae,3,3,"24, 70, 81"
2048,Rhodobiaceae,3,3,"24, 76, 90"
2058,Caulobacteraceae,3,2,"24, 38"
2057,Cytobacillus,3,3,"24, 76, 92"
2051,Streptosporangium,3,2,"24, 92"
3136,Methanospirillum,3,3,"70, 77, 92"
2083,Corynespora,3,3,"24, 38, 57"
3096,Parasponia,3,3,"70, 92, 100"
3334,Pyrrhocoris,3,2,"81, 93"
3207,Chauna,3,3,"76, 93, 100"
3199,Terriglobus,3,3,"76, 92, 94"
2019,Modestobacter,3,3,"24, 85, 94"
3059,Herrania,3,3,"66, 85, 100"
2020,Oceanibacterium,3,3,"24, 32, 38"
3060,Methanosphaerula,3,3,"66, 73, 77"
2021,Pseudanabaena,3,3,"24, 81, 100"
3063,Vespa,3,2,"66, 93"
3332,Tumebacillus,3,2,"81, 85"
2088,Asanoa,3,3,"24, 76, 85"
3071,Thermacetogenium,3,2,"70, 100"
2022,Thalassomonas,3,3,"24, 58, 85"
3276,Saccharomycopsis,3,2,"79, 94"
3193,Thecamonas,3,2,"76, 79"
3085,Labedella,3,3,"70, 81, 94"
2027,Muribaculaceae,3,3,"24, 38, 70"
3191,Cucurbita,3,2,"76, 77"
3296,Halorubrum,3,3,"79, 94, 95"
3346,Arcanobacterium,3,2,"81, 94"
2534,Zancudomyces,3,2,"43, 81"
3035,Leersia,3,3,"66, 85, 90"
2390,Golovinomyces,3,3,"38, 76, 95"
2737,Jaminaea,3,3,"57, 76, 90"
2350,Prymnesium,3,2,"38, 65"
2359,Clavispora,3,3,"38, 58, 92"
2380,Hypholoma,3,3,"38, 70, 72"
2384,Termitomyces,3,3,"38, 70, 100"
2385,Henneguya,3,3,"38, 50, 100"
2391,Hydnomerulius,3,3,"38, 66, 76"
2749,Ceratocystis,3,2,"57, 81"
2724,[Ruminococcus],3,2,"57, 94"
2394,Microsporum,3,2,"38, 93"
2719,Pteris,3,3,"57, 66, 85"
2426,Diversispora,3,3,"38, 79, 100"
2709,Pseudomicrostroma,3,3,"57, 76, 79"
2434,Bremerella,3,3,"38, 58, 66"
2334,Aneurinibacillus,3,3,"38, 70, 85"
2751,Subdoligranulum,3,2,"57, 66"
2804,Prevotellaceae,3,3,"57, 70, 79"
2786,Flavisolibacter,3,3,"57, 66, 100"
2794,Xylariales,3,3,"57, 70, 90"
2276,Babesia,3,2,"32, 70"
2278,Luteipulveratus,3,3,"32, 58, 92"
2279,Pachysolen,3,3,"32, 57, 66"
2791,Thamnocephalis,3,3,"57, 76, 79"
3561,Eisenia,3,1,94
3660,Antithamnion,3,1,92
2752,Anaerohalosphaera,3,3,"57, 66, 76"
2776,Crangon,3,3,"57, 70, 92"
2769,Natrarchaeobius,3,3,"57, 70, 92"
2765,Aminipila,3,2,"57, 85"
2763,Nannizzia,3,3,"57, 70, 79"
2754,Spartobacteria,3,3,"57, 70, 94"
2324,Oenothera,3,1,38
2704,Robertkochia,3,3,"57, 66, 70"
2439,Gonium,3,3,"38, 43, 65"
2697,Roseimaritima,3,3,"57, 66, 78"
2569,Peromyscus,3,2,"46, 93"
2585,Noccaea,3,3,"46, 85, 100"
2504,Frigoriglobus,3,3,"41, 74, 79"
2505,Cryptolaemus,3,3,"41, 78, 93"
2506,Chengkuizengella,3,2,"41, 85"
2575,Metallosphaera,3,3,"46, 81, 92"
2570,Mandrillus,3,3,"46, 65, 93"
2568,Strigops,3,3,"46, 50, 65"
2450,Phaethon,3,3,"40, 81, 92"
2558,Botryobasidium,3,3,"46, 57, 90"
2549,Helicosporidium,3,3,"46, 65, 79"
2547,Phialophora,3,3,"46, 90, 94"
2539,Phalacrocorax,3,2,"46, 65"
2537,Antirrhinum,3,1,46
2532,Brettanomyces,3,2,"43, 90"
2588,Aquilegia,3,3,"46, 66, 92"
2589,Pyrus,3,3,"46, 92, 100"
2489,Caldilineae,3,3,"41, 70, 94"
2601,Sycon,3,1,50
2609,Amazona,3,2,"50, 92"
2484,Calliphora,3,2,"41, 93"
2616,Platysternon,3,3,"50, 74, 78"
2477,Semiothisa,3,1,41
2636,Lipotes,3,2,"50, 58"
2476,Delia,3,1,41
2640,Hadrurus,3,3,"50, 94, 100"
2475,Propsilocerus,3,1,41
2470,Trichodelitschia,3,3,"40, 58, 85"
2678,Zobellia,3,2,"57, 94"
2469,Marortus,3,3,"40, 73, 95"
2696,Flavihumibacter,3,3,"57, 66, 85"
2465,Enterocloster,3,3,"40, 66, 85"
2260,Aaosphaeria,3,3,"32, 58, 81"
2807,Pseudothermotoga,3,2,"57, 85"
3026,Ceraceosorus,3,3,"66, 76, 90"
3393,Herbinix,3,1,85
2949,Dentipellis,3,3,"65, 66, 76"
2943,Rhodofomes,3,3,"65, 76, 100"
2942,Collinsella,3,3,"65, 92, 94"
2941,Phycisphaera,3,3,"65, 77, 78"
2934,Blastocystis,3,2,"65, 100"
2933,Megasphaera,3,1,65
2160,Tritonibacter,3,2,"32, 100"
2956,Hyaloperonospora,3,3,"65, 79, 90"
2161,Tremella,3,2,"32, 66"
2932,Florenciella,3,1,65
2927,Pirellulales,3,3,"64, 66, 77"
2919,Draconibacterium,3,3,"58, 70, 76"
2917,Elusimicrobium,3,3,"58, 81, 85"
3397,Limnochorda,3,2,"85, 92"
2952,Bifiguratus,3,3,"65, 85, 92"
3382,Rariglobus,3,3,"81, 85, 94"
2814,Piptocephalis,3,3,"57, 76, 90"
3361,Papillibacter,3,3,"81, 85, 100"
2102,Elaphe,3,1,29
3016,Eisenbergiella,3,3,"66, 79, 94"
3360,Lonchura,3,3,"81, 92, 100"
3011,Meyerozyma,3,2,"66, 90"
3009,Methanocella,3,3,"66, 77, 81"
3004,Dietzia,3,3,"66, 73, 100"
2129,Trichobilharzia,3,3,"29, 32, 65"
3380,Methylovulum,3,3,"81, 85, 92"
3000,Bythopirellula,3,2,"66, 78"
2997,Phycisphaeraceae,3,3,"66, 70, 78"
2988,Glaciozyma,3,3,"66, 81, 85"
2975,Blastococcus,3,2,"66, 94"
3368,Thioalkalivibrio,3,3,"81, 85, 100"
3372,Neopyropia,3,3,"81, 90, 92"
2902,Desulfomicrobium,3,3,"58, 81, 100"
2898,Syntrophaceae,3,2,"58, 81"
2891,Anaerolinea,3,2,"58, 81"
2840,Qipengyuania,3,2,"58, 94"
2858,Faecalibacillus,3,3,"58, 94, 100"
2225,Scheffersomyces,3,3,"32, 38, 77"
2228,Theileria,3,3,"32, 38, 58"
2851,Rodentibacter,3,2,"58, 100"
2843,Puma,3,3,"58, 78, 91"
2234,Gracilibacillus,3,3,"32, 57, 70"
2239,Rufibacter,3,3,"32, 66, 92"
2173,Aster,3,2,"32, 58"
2241,Orrella,3,3,"32, 58, 70"
2827,Microcoleus,3,2,"58, 85"
2823,Gemmata,3,2,"58, 79"
2819,Dichelobacter,3,3,"57, 66, 85"
2815,Oleispira,3,3,"57, 70, 93"
2252,Pipra,3,3,"32, 38, 50"
3532,Neonectria,3,3,"90, 95, 100"
3485,Drechslerella,3,2,"90, 92"
2216,Aplysia,3,3,"32, 57, 66"
2212,Cystoisospora,3,3,"32, 46, 100"
2865,Saprospirales,3,3,"58, 78, 79"
2209,Roseivirga,3,3,"32, 76, 92"
2867,Planctomycetales,3,3,"58, 66, 70"
2875,Shimia,3,3,"58, 77, 78"
2880,Alcaligenes,3,2,"58, 85"
2883,Kyrpidia,3,2,"58, 85"
3481,Scaptomyza,3,1,90
2884,Acidipila,3,3,"58, 76, 93"
2885,Luteitalea,3,3,"58, 70, 94"
3460,Venturia,3,3,"85, 92, 95"
2176,Protopolystoma,3,3,"32, 55, 65"
2175,Carlito,3,3,"32, 38, 100"
3402,Catharanthus,3,2,"85, 100"
3482,Mangifera,3,1,90
1888,Pseudonocardiaceae,3,2,"24, 41"
1986,Azospira,3,3,"24, 57, 76"
316,Sandaracinaceae,3,3,"1, 15, 94"
1560,Maritimibacter,3,3,"15, 94, 100"
1559,Pelodiscus,3,2,"15, 50"
1558,Cyanidioschyzon,3,3,"15, 79, 90"
1557,Agarivorans,3,2,"15, 94"
1551,Melghirimyces,3,2,"15, 85"
1541,Caenimonas,3,2,"15, 24"
1529,Spongiibacter,3,2,"15, 100"
1528,Morganella,3,2,"15, 32"
1518,Rhizobiaceae,3,2,"15, 95"
1504,Pelagibacterium,3,1,15
1494,Laccaria,3,3,"12, 32, 70"
1491,Lepidoglyphus,3,3,"12, 58, 91"
312,Acetobacteraceae,3,3,"1, 58, 85"
1482,Rhodospira,3,2,"11, 24"
320,Elaeis,3,3,"1, 66, 85"
1567,Planktothrix,3,3,"15, 58, 92"
1477,Victivallis,3,3,"11, 57, 79"
1474,Lentisphaeria,3,3,"11, 85, 100"
1473,Gallionella,3,3,"11, 15, 24"
1453,Sulfurospirillum,3,3,"11, 57, 58"
347,Saprochaete,3,3,"1, 32, 65"
1447,Hydrogenophaga,3,3,"11, 15, 24"
1443,Paludibacter,3,3,"11, 92, 94"
1437,Catalinimonas,3,3,"11, 41, 79"
1434,Simiduia,3,2,"11, 15"
1407,Alectorobius,3,3,"11, 41, 91"
1381,Yangia,3,3,"11, 58, 100"
1372,Aquabacterium,3,3,"11, 58, 90"
1369,Zoogloea,3,3,"11, 15, 100"
1368,Aquirufa,3,3,"11, 73, 95"
1564,Bryobacterales,3,3,"15, 57, 85"
309,Spizella,3,3,"1, 50, 78"
1813,Megalodesulfovibrio,3,3,"21, 73, 94"
1660,Pseudoduganella,3,2,"15, 24"
1798,Selenomonas,3,3,"21, 24, 100"
1796,Cicer,3,3,"21, 46, 81"
1791,Amniculicola,3,2,"21, 65"
1776,Pirellula,3,3,"16, 38, 57"
1769,Marinoscillum,3,3,"15, 70, 81"
1754,Hyphomonadaceae,3,3,"15, 94, 100"
1749,Fluviicola,3,3,"15, 24, 85"
1748,Haliangium,3,3,"15, 92, 94"
1705,Phaeodactylum,3,3,"15, 65, 81"
1682,Nibribacter,3,2,"15, 76"
1678,Polaribacter,3,2,"15, 24"
1670,Roseibium,3,3,"15, 21, 74"
1668,Kineococcus,3,3,"15, 58, 85"
1662,Thermotogae,3,3,"15, 85, 94"
1658,Symmachiella,3,3,"15, 58, 66"
1582,Acholeplasma,3,3,"15, 22, 85"
1654,Methylobacter,3,3,"15, 58, 70"
1653,Pseudobutyrivibrio,3,3,"15, 66, 94"
1639,Teratosphaeria,3,3,"15, 32, 94"
1637,Chitinimonas,3,3,"15, 24, 79"
1632,Noviherbaspirillum,3,3,"15, 58, 82"
1622,Rahnella,3,3,"15, 76, 92"
1621,Posidoniimonas,3,3,"15, 24, 58"
1619,Pelagibacterales,3,3,"15, 24, 58"
1615,Nitrospina,3,2,"15, 58"
1613,Polyangium,3,3,"15, 57, 94"
1612,Actinacidiphila,3,3,"15, 38, 81"
1606,Arundo,3,3,"15, 21, 79"
1601,Reichenbachiella,3,3,"15, 38, 92"
1584,Vitiosangium,3,3,"15, 24, 79"
1358,Cercocebus,3,3,"11, 46, 93"
1355,Idiomarinaceae,3,3,"11, 15, 38"
1352,Neophocaena,3,3,"11, 46, 58"
754,Gelatoporia,3,3,"1, 66, 95"
974,Pangasianodon,3,2,"7, 78"
968,Liphistius,3,2,"7, 29"
959,Hydra,3,2,"7, 65"
937,Struthio,3,1,7
918,Cyprinus,3,1,7
856,Cryomyces,3,3,"4, 46, 66"
464,Leptocylindrus,3,3,"1, 43, 91"
811,Gigaspora,3,3,"4, 38, 85"
470,Phytoactinopolyspora,3,3,"1, 66, 85"
802,Blumeria,3,3,"4, 66, 85"
478,Bradymonadaceae,3,3,"1, 58, 94"
781,Arthrospira,3,2,"4, 21"
774,Thioploca,3,2,"4, 81"
480,Neobodo,3,3,"1, 58, 76"
734,Acidobacteriia,3,3,"1, 24, 41"
1348,Chrysochloris,3,3,"11, 50, 91"
481,Thermodesulfitimonas,3,3,"1, 58, 85"
730,Coniella,3,3,"1, 40, 70"
